1,2024-03-01,2024-03-01 10:15:50.520,card,ANON-0000-0000-0001,38.7,Latte
2,2024-03-01,2024-03-01 12:19:22.540,card,ANON-0000-0000-0002,38.7,Hot Chocolate
3,2024-03-01,2024-03-01 12:20:18.090,card,ANON-0000-0000-0002,38.7,Hot Chocolate
4,2024-03-01,2024-03-01 13:46:33.007,card,ANON-0000-0000-0003,28.9,Americano
5,2024-03-01,2024-03-01 13:48:14.627,card,ANON-0000-0000-0004,38.7,Latte
6,2024-03-01,2024-03-01 15:39:47.727,card,ANON-0000-0000-0005,33.8,Americano with Milk
7,2024-03-01,2024-03-01 16:19:02.757,card,ANON-0000-0000-0006,38.7,Hot Chocolate
8,2024-03-01,2024-03-01 18:39:03.580,card,ANON-0000-0000-0007,33.8,Americano with Milk
9,2024-03-01,2024-03-01 19:22:01.763,card,ANON-0000-0000-0008,38.7,Cocoa
10,2024-03-01,2024-03-01 19:23:15.887,card,ANON-0000-0000-0008,33.8,Americano with Milk
11,2024-03-01,2024-03-01 19:29:17.390,card,ANON-0000-0000-0009,33.8,Americano with Milk
12,2024-03-02,2024-03-02 10:22:06.957,card,ANON-0000-0000-0010,28.9,Americano
13,2024-03-02,2024-03-02 10:30:35.667,cash,Cash,40,Latte
14,2024-03-02,2024-03-02 10:41:41.250,card,ANON-0000-0000-0011,33.8,Americano with Milk
15,2024-03-02,2024-03-02 11:59:45.483,card,ANON-0000-0000-0012,33.8,Americano with Milk
16,2024-03-02,2024-03-02 14:38:35.537,card,ANON-0000-0000-0013,28.9,Americano
17,2024-03-02,2024-03-02 16:37:24.477,card,ANON-0000-0000-0014,33.8,Americano with Milk
18,2024-03-02,2024-03-02 17:34:54.970,card,ANON-0000-0000-0004,28.9,Americano
19,2024-03-03,2024-03-03 10:10:43.980,cash,Cash,40,Latte
20,2024-03-03,2024-03-03 10:27:18.560,card,ANON-0000-0000-0015,38.7,Latte
21,2024-03-03,2024-03-03 11:33:56.117,card,ANON-0000-0000-0016,28.9,Cortado
22,2024-03-03,2024-03-03 12:26:56.097,card,ANON-0000-0000-0012,28.9,Americano
23,2024-03-03,2024-03-03 13:09:36.320,card,ANON-0000-0000-0017,38.7,Hot Chocolate
24,2024-03-03,2024-03-03 17:06:40.270,card,ANON-0000-0000-0018,38.7,Cocoa
25,2024-03-03,2024-03-03 17:08:45.897,card,ANON-0000-0000-0019,28.9,Cortado
26,2024-03-03,2024-03-03 18:03:23.370,card,ANON-0000-0000-0020,33.8,Americano with Milk
27,2024-03-03,2024-03-03 18:04:27.947,card,ANON-0000-0000-0020,33.8,Americano with Milk
28,2024-03-03,2024-03-03 18:08:04.960,card,ANON-0000-0000-0020,38.7,Hot Chocolate
29,2024-03-04,2024-03-04 10:03:51.993,card,ANON-0000-0000-0001,38.7,Latte
30,2024-03-04,2024-03-04 10:54:50.957,card,ANON-0000-0000-0021,38.7,Latte
31,2024-03-04,2024-03-04 11:05:16.183,card,ANON-0000-0000-0012,33.8,Americano with Milk
32,2024-03-04,2024-03-04 14:04:37.733,card,ANON-0000-0000-0022,24,Espresso
33,2024-03-05,2024-03-05 09:59:52.650,card,ANON-0000-0000-0001,38.7,Latte
34,2024-03-05,2024-03-05 14:34:55.963,card,ANON-0000-0000-0023,38.7,Latte
35,2024-03-05,2024-03-05 17:34:06.043,card,ANON-0000-0000-0024,38.7,Latte
36,2024-03-05,2024-03-05 17:35:25.020,card,ANON-0000-0000-0025,38.7,Hot Chocolate
37,2024-03-05,2024-03-05 17:36:28.570,card,ANON-0000-0000-0026,38.7,Cocoa
38,2024-03-05,2024-03-05 17:37:13.660,card,ANON-0000-0000-0027,38.7,Hot Chocolate
39,2024-03-05,2024-03-05 17:38:09.353,card,ANON-0000-0000-0009,38.7,Hot Chocolate
40,2024-03-05,2024-03-05 17:56:15.777,card,ANON-0000-0000-0028,28.9,Cortado
41,2024-03-05,2024-03-05 18:01:31.243,card,ANON-0000-0000-0028,38.7,Hot Chocolate
42,2024-03-06,2024-03-06 12:30:27.090,cash,Cash,35,Americano with Milk
43,2024-03-06,2024-03-06 13:24:07.667,card,ANON-0000-0000-0012,28.9,Americano
44,2024-03-06,2024-03-06 13:25:14.350,card,ANON-0000-0000-0012,28.9,Cortado
45,2024-03-06,2024-03-06 14:52:01.760,card,ANON-0000-0000-0029,38.7,Cappuccino
46,2024-03-06,2024-03-06 14:53:18.343,card,ANON-0000-0000-0029,38.7,Cappuccino
47,2024-03-07,2024-03-07 10:08:58.947,cash,Cash,40,Latte
48,2024-03-07,2024-03-07 10:18:40.543,card,ANON-0000-0000-0030,38.7,Hot Chocolate
49,2024-03-07,2024-03-07 11:03:58.977,card,ANON-0000-0000-0031,38.7,Latte
50,2024-03-07,2024-03-07 11:25:43.977,cash,Cash,40,Latte
51,2024-03-07,2024-03-07 15:40:22.607,card,ANON-0000-0000-0032,28.9,Americano
52,2024-03-07,2024-03-07 15:41:28.783,card,ANON-0000-0000-0033,33.8,Americano with Milk
53,2024-03-08,2024-03-08 10:34:41.283,card,ANON-0000-0000-0012,28.9,Cortado
54,2024-03-08,2024-03-08 12:22:28.653,card,ANON-0000-0000-0034,38.7,Cappuccino
55,2024-03-08,2024-03-08 13:53:02.043,card,ANON-0000-0000-0035,28.9,Americano
56,2024-03-08,2024-03-08 14:44:12.687,card,ANON-0000-0000-0012,28.9,Americano
57,2024-03-08,2024-03-08 14:45:11.047,card,ANON-0000-0000-0033,28.9,Americano
58,2024-03-08,2024-03-08 14:46:11.157,card,ANON-0000-0000-0012,33.8,Americano with Milk
59,2024-03-08,2024-03-08 18:57:51.450,card,ANON-0000-0000-0036,38.7,Latte
60,2024-03-08,2024-03-08 18:59:24.940,card,ANON-0000-0000-0037,38.7,Latte
61,2024-03-09,2024-03-09 11:49:37.293,cash,Cash,40,Hot Chocolate
